date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,GDP_bigmac,adj_price,USD,EUR,GBP,JPY,CNY
2008-06-01,THA,THB,Thailand,62,33.36,1.85851318944844,6608.71900645161,3.13374132787038,-0.20314,-0.5857,-0.48777,-0.01163,-0.0063
2008-06-01,TUR,TRY,Turkey,5.15,1.19275,4.31775309159505,7113.09821359223,3.14875900053149,0.84246,-0.04207,0.18436,1.28526,1.29759
2008-06-01,USA,USD,United States,3.21,1,3.21,46216.85,4.31305629081524,0,-0.48008,-0.35719,0.24033,0.24702
2009-07-01,ARG,ARS,Argentina,11.5,3.81125,3.01738274844211,6797.73207826087,2.72456113227379,0.27166,-0.17923,0.09238,0.23621,0.62827
2009-07-01,AUS,AUD,Australia,4.34,1.2869,3.37244541145388,42581.9167741936,3.78031386876468,0.02436,-0.33884,-0.12005,-0.00419,0.31163
2009-07-01,BRA,BRL,Brazil,8.03,1.9971,4.0208302037955,6298.00539227896,2.70981752917913,0.70377,0.09968,0.46358,0.65629,1.18157
2009-07-01,GBR,GBP,Britain,2.29,0.620886626,3.68827400060635,37758.4884716157,3.63800665475421,0.16411,-0.24864,0,0.13167,0.49057
2009-07-01,CAN,CAD,Canada,3.89,1.16085,3.35099280699487,42348.666940874,3.77343222113443,0.0197,-0.34185,-0.12405,-0.00872,0.30566
2009-07-01,CHL,CLP,Chile,1750,548.55,3.19022878497858,10698.2259188,2.83963870301647,0.29002,-0.16738,0.10815,0.25406,0.65178
2009-07-01,CHN,CNY,China,12.5,6.8327,1.82943785033735,5617.618328,2.68974384268636,-0.21901,-0.49592,-0.32912,-0.24078,0
2009-07-01,COL,COP,Colombia,7000,2095.6,3.34033212445123,4922.0507105,2.66922227926861,0.43695,-0.07254,0.23437,0.3969,0.83992
2009-07-01,CZE,CZK,Czech Republic,67.92,18.66155,3.63956906044782,19007.632348351,3.08479389241528,0.35475,-0.1256,0.16376,0.31699,0.73467
2009-07-01,DNK,DKK,Denmark,29.5,5.3375,5.52693208430913,37116.6822813559,3.61907123265584,0.75357,0.13182,0.50635,0.70469,1.24533
2009-07-01,EGY,EGP,Egypt,13,5.58475,2.32776758135995,2807.44972307692,2.60683450103562,0.02533,-0.33822,-0.11922,-0.00325,0.31286
2009-07-01,EUZ,EUR,Euro area,3.31,0.716897269,4.6171189975617,30431.6519286738,3.42184055244501,0.54934,0,0.33092,0.50616,0.98383
2009-07-01,HKG,HKD,Hong Kong,13.3,7.7505,1.71601832139862,61357.2713157895,4.33424941611081,-0.54538,-0.70658,-0.60948,-0.55806,-0.4179
2009-07-01,HUN,HUF,Hungary,720,199.1577,3.61522552228711,12182.7480308333,2.88343705403321,0.43966,-0.07079,0.2367,0.39954,0.84339
2009-07-01,IDN,IDR,Indonesia,20900,10200,2.04901960784314,3096.3629727512,2.61535840500448,-0.1004,-0.41936,-0.22722,-0.12547,0.15188
2009-07-01,ISR,ILS,Israel,15,3.97425,3.77429703717683,24092.9762733333,3.23482849039251,0.33974,-0.13528,0.15087,0.3024,0.71545
2009-07-01,JPN,JPY,Japan,320,92.565,3.45703019499811,45245.3241165625,3.85889326393574,0.02867,-0.33606,-0.11635,0,0.31715
2009-07-01,MYS,MYR,Malaysia,6.77,3.602,1.87951138256524,13029.0551255539,2.90840593452483,-0.25796,-0.52106,-0.36257,-0.27864,-0.04987
2009-07-01,MEX,MXN,Mexico,33,13.8104,2.38950356253258,11514.4050212121,2.86371870730216,-0.04189,-0.3816,-0.17697,-0.0686,0.22679
2009-07-01,NZL,NZD,New Zealand,4.9,1.59235,3.07721292429428,30348.85,3.41939761952571,0.03334,-0.33304,-0.11234,0.00454,0.32313
2009-07-01,NOR,NOK,Norway,40,6.50925,6.14510120213542,42863.449475,3.78862002193859,0.86245,0.20209,0.59988,0.81054,1.38474
2009-07-01,PAK,PKR,Pakistan,190,82.6,2.30024213075061,1232.11593473684,2.5603569028436,0.03159,-0.33417,-0.11384,0.00284,0.32089
2009-07-01,PER,PEN,Peru,8.056,3.0274,2.66102926603686,4779.02121400199,2.66500243232757,0.14654,-0.25998,-0.0151,0.11458,0.46807
2009-07-01,PHL,PHP,Philippines,99.39,48.385,2.0541490131239,2810.44309286649,2.60692281542293,-0.09523,-0.41603,-0.22278,-0.12044,0.1585
2009-07-01,POL,PLN,Poland,7.6,3.15525,2.40868393946597,14057.2953684211,2.93874244936795,-0.05886,-0.39255,-0.19154,-0.08509,0.20507
2009-07-01,RUS,RUB,Russia,67,32.7959,2.04293829411603,12775.6124686567,2.90092853128549,-0.19136,-0.47808,-0.30536,-0.2139,0.03541
2009-07-01,SAU,SAR,Saudi Arabia,11,3.7504,2.9330204778157,22446.3128909091,3.18624643139505,0.05699,-0.31778,-0.09202,0.02753,0.35341
2009-07-01,SGP,SGD,Singapore,4.22,1.4645,2.88152953226357,48303.9747393365,3.94913365343748,-0.16217,-0.45923,-0.28028,-0.18552,0.07279
2009-07-01,ZAF,ZAR,South Africa,17.95,8.2805,2.16774349375038,9134.69383286908,2.79350929438695,-0.10897,-0.4249,-0.23458,-0.1338,0.14091
2009-07-01,KOR,KRW,South Korea,3400,1314.5,2.58653480410803,22579.9651364412,3.19018961817317,-0.06903,-0.39912,-0.20027,-0.09497,0.19205
2009-07-01,SWE,SEK,Sweden,39,7.90915,4.93099764197164,31799.6856692308,3.46220210818472,0.63538,0.05553,0.40483,0.5898,1.09399
2009-07-01,CHE,CHF,Switzerland,6.5,1.08605,5.98499148289674,41407.0180461539,3.74565043971725,0.83473,0.1842,0.57607,0.78359,1.34925
2009-07-01,TWN,TWD,Taiwan,75,33.1755,2.2607044355021,26621.0856706667,3.3094161451641,-0.21562,-0.49373,-0.3262,-0.23748,0.00435
2009-07-01,THA,THB,Thailand,64.49,34.165,1.88760427337919,7294.07663203598,2.73920495119389,-0.20873,-0.48929,-0.32029,-0.23079,0.01316
2009-07-01,TUR,TRY,Turkey,5.65,1.55005,3.64504370826748,7634.84610619469,2.74925878664977,0.52238,-0.0174,0.30776,0.47995,0.94931
2009-07-01,USA,USD,United States,3.43,1,3.43,47943.35,3.93849402147057,0,-0.35456,-0.14098,-0.02787,0.28043
2010-01-01,ARG,ARS,Argentina,7,3.7985,1.84283269711728,14173.3039,3.077471880591,-0.24066,-0.54497,-0.35007,-0.2814,-0.08569
2010-01-01,AUS,AUD,Australia,4.35,1.09355,3.97787023912944,45354.2986206897,4.23389283649298,0.19139,-0.28607,0.01973,0.12748,0.43454
2010-01-01,BRA,BRL,Brazil,8.2,1.7233,4.75831253989439,6977.8205,2.81061035593017,1.14681,0.28647,0.8375,1.03165,1.58496
2010-01-01,GBR,GBP,Britain,2.29,0.623752495,3.67132800005874,38635.8644978166,3.9847238128575,0.16833,-0.29988,0,0.10566,0.40678
2010-01-01,CAN,CAD,Canada,4.12,1.0368,3.97376543209877,41552.7433252427,4.09290316480178,0.23115,-0.26223,0.05377,0.16511,0.48242
2010-01-01,CHL,CLP,Chile,1600,503.1,3.18028225004969,12051.18023375,2.99876790399725,0.34482,-0.19412,0.15106,0.27268,0.61929
2010-01-01,CHN,CNY,China,12.5,6.8272,1.83091164752754,6572.019944,2.79556028228503,-0.1695,-0.50232,-0.28916,-0.21405,0
2010-01-01,COL,COP,Colombia,8200,2095.6,3.91296048864287,4621.38852708537,2.72321650146703,0.82207,0.09187,0.55955,0.72433,1.19394
2010-01-01,CZE,CZK,Czech Republic,67.64,18.21005,3.7144324150675,19820.517168835,3.28691214460526,0.433,-0.14128,0.22653,0.35613,0.72546
2010-01-01,DNK,DKK,Denmark,30.94,5.16195,5.99385890990808,36471.5303393665,3.9044543603007,0.94665,0.16652,0.66618,0.84223,1.34395
2010-01-01,EGY,EGP,Egypt,13,5.465,2.37877401646844,3303.67837692308,2.67434610316503,0.12792,-0.3241,-0.03459,0.06741,0.35812
2010-01-01,EUZ,EUR,Euro area,3.36,0.693649638,4.84394399698368,30442.1390579863,3.68084012055054,0.66876,0,0.42833,0.57924,1.00934
2010-01-01,HKG,HKD,Hong Kong,14.8,7.75655,1.90806479684911,56824.7497432432,4.65930165268346,-0.4807,-0.68881,-0.55553,-0.50856,-0.37472
2010-01-01,HUN,HUF,Hungary,720,186.6508,3.85747074215594,12923.4151802778,3.03111680048597,0.61377,-0.03295,0.38126,0.5272,0.94313
2010-01-01,IDN,IDR,Indonesia,20900,9320,2.24248927038627,3846.90182977512,2.69449283004924,0.05535,-0.36759,-0.09671,-0.00127,0.27073
2010-01-01,ISR,ILS,Israel,14.9,3.7325,3.9919624916276,24929.7786711409,3.47640119469414,0.45612,-0.12742,0.24633,0.37801,0.75331
2010-01-01,JPN,JPY,Japan,320,91.54,3.49573956740223,44306.5860671875,4.19503593781208,0.05668,-0.36678,-0.09556,0,0.27234
2010-01-01,MYS,MYR,Malaysia,7.05,3.3875,2.08118081180812,14216.3964113475,3.07907006832078,-0.1429,-0.48638,-0.26639,-0.18888,0.03203
2010-01-01,MEX,MXN,Mexico,32,12.81375,2.49731733489416,12550.95953125,3.01730340160187,0.04953,-0.37107,-0.10168,-0.00677,0.26374
2010-01-01,NZL,NZD,New Zealand,4.9,1.35685,3.61130559752368,31114.853,3.70578930856846,0.23574,-0.25949,0.05769,0.16945,0.48794
2010-01-01,NOR,NOK,Norway,40,5.69555,7.02302674895313,46970.140455,4.29382015360899,1.07406,0.24288,0.77523,0.9628,1.49736
2010-01-01,PAK,PKR,Pakistan,200,82.6,2.42130750605327,1273.6253705,2.59905678480786,0.18134,-0.29208,0.01114,0.11797,0.42245
2010-01-01,PER,PEN,Peru,8.056,2.8705,2.80647970736805,5243.71468470705,2.74629693929546,0.29585,-0.22346,0.10915,0.22634,0.56033
2010-01-01,PHL,PHP,Philippines,101.52,45.92,2.21080139372822,3022.75642434988,2.66392744796052,0.05237,-0.36937,-0.09925,-0.00408,0.26715
2010-01-01,POL,PLN,Poland,8.1,2.83565,2.85648793045686,14282.4226049383,3.08151880591208,0.17546,-0.29561,0.0061,0.11241,0.41537
2010-01-01,RUS,RUB,Russia,70,29.927,2.3390249607378,15182.39618,3.11489645506286,-0.04779,-0.42939,-0.18498,-0.09887,0.14655
2010-01-01,SAU,SAR,Saudi Arabia,10,3.7502,2.66652445202923,30102.94567,3.66826033130763,-0.07822,-0.44763,-0.21103,-0.12767,0.10991
2010-01-01,SGP,SGD,Singapore,4.45,1.39555,3.18870696141306,43631.5809213483,4.17000177507986,-0.03034,-0.41893,-0.17005,-0.08235,0.16756
2010-01-01,ZAF,ZAR,South Africa,17.95,7.3045,2.45738928058046,10022.0319665738,2.92351214003544,0.06589,-0.36127,-0.08769,0.00871,0.28343
2010-01-01,KOR,KRW,South Korea,3400,1140.5,2.98114861902674,23736.7810700588,3.43215605631449,0.10143,-0.33997,-0.05726,0.04235,0.32623
2010-01-01,SWE,SEK,Sweden,39,7.0821,5.50684119117211,32421.3511820513,3.75424388450825,0.86004,0.11462,0.59204,0.76026,1.23966
2010-01-01,CHE,CHF,Switzerland,6.5,1.03115,6.30364156524269,42674.2341846154,4.1344963064975,0.93335,0.15856,0.65479,0.82964,1.32793
2010-01-01,TWN,TWD,Taiwan,75,31.8425,2.35534270236319,26036.213504,3.51743594802769,-0.15088,-0.49117,-0.27322,-0.19643,0.02242
2010-01-01,THA,THB,Thailand,70,33.135,2.112569790252,7149.14361,2.81696427877352,-0.04902,-0.43013,-0.18604,-0.10003,0.14507
2010-01-01,TUR,TRY,Turkey,5.65,1.47455,3.83167746092028,8512.00334513274,2.86750915624713,0.69444,0.01539,0.4503,0.60354,1.04026
2010-01-01,USA,USD,United States,3.43,1,3.43,48470.55,4.34946639119108,0,-0.40075,-0.14408,-0.05364,0.20409
2010-07-01,ARG,ARS,Argentina,14,3.93375,3.55894502700985,7293.25987857143,3.02698766319471,0.37618,-0.00489,0.31567,0.2988,0.81278
2010-07-01,AUS,AUD,Australia,4.35,1.133722578,3.83691750028815,46676.5813793104,4.08367384462002,0.09976,-0.20477,0.0514,0.03791,0.44866
2010-07-01,BRA,BRL,Brazil,8.71,1.77495,4.90718048395729,6760.76866819748,3.01270049587892,0.90652,0.3786,0.82269,0.79931,1.51137
2010-07-01,GBR,GBP,Britain,2.29,0.657375756,3.48354799990525,39762.2745414847,3.89815743281794,0.04599,-0.24365,0,-0.01283,0.37783
2010-07-01,CAN,CAD,Canada,4.17,1.04235,4.00057562239171,42251.4334532374,3.96494356779062,0.181,-0.14602,0.12908,0.11459,0.55568
2010-07-01,CHL,CLP,Chile,1750,523.65,3.34192685954359,11339.452888,3.13555027491761,0.24752,-0.09792,0.19267,0.17737,0.6433
2010-07-01,CHN,CNY,China,13.2,6.7769,1.9477932387965,6404.94699242424,3.00315351422492,-0.24084,-0.45106,-0.27422,-0.28353,0
2010-07-01,COL,COP,Colombia,8200,1868.45,4.38866440097407,4756.12288647561,2.95891423775038,0.73606,0.25534,0.65973,0.63844,1.28683
2010-07-01,CZE,CZK,Czech Republic,67.64,19.7476,3.42522635662055,20398.3748122413,3.37860843383336,0.18663,-0.14195,0.13446,0.11991,0.5631
2010-07-01,DNK,DKK,Denmark,28.5,5.81365,4.90225589775786,40748.3493929825,3.92461461392211,0.46206,0.05721,0.39777,0.37984,0.9259
2010-07-01,EGY,EGP,Egypt,13,5.699,2.28110194771012,3399.99553076923,2.92252825042321,-0.08641,-0.33939,-0.12658,-0.13778,0.20343
2010-07-01,EUZ,EUR,Euro area,3.380031071,0.78015291,4.33252382664316,31143.9960506294,3.66692209151259,0.38294,0,0.32214,0.30518,0.82169
2010-07-01,HKG,HKD,Hong Kong,14.8,7.7742,1.90373285997273,58481.4479864865,4.40040790721396,-0.49362,-0.63384,-0.51588,-0.52209,-0.33297
2010-07-01,HUN,HUF,Hungary,740,221.96915,3.33379661092544,12940.7265078378,3.17851373361756,0.22767,-0.11228,0.17369,0.15863,0.61715
2010-07-01,IDN,IDR,Indonesia,22780,9063,2.51351649564162,3632.32128197103,2.92876173712594,0.00453,-0.27363,-0.03964,-0.05196,0.32322
2010-07-01,ISR,ILS,Israel,14.9,3.8619,3.85820451073306,25656.5943758389,3.51969069251613,0.28306,-0.07223,0.22664,0.21091,0.69011
2010-07-01,JPN,JPY,Japan,320,87.18,3.67056664372563,45598.3232703125,4.05474331259858,0.05958,-0.23382,0.013,0,0.39574
2010-07-01,MYS,MYR,Malaysia,7.05,3.2135,2.19386961257196,14630.8686099291,3.22386160514971,-0.20347,-0.42404,-0.2385,-0.24827,0.04923
2010-07-01,MEX,MXN,Mexico,32,12.782,2.50352057580973,12916.87671875,3.17787382460027,-0.0779,-0.33323,-0.11844,-0.12975,0.21464
2010-07-01,NZL,NZD,New Zealand,5,1.39275766,3.5900000004308,31381.55174,3.67329590166144,0.14394,-0.17282,0.09364,0.07961,0.50686
2010-07-01,NOR,NOK,Norway,45,6.24625,7.20432259355613,42968.47316,3.98418231964793,1.11651,0.53043,1.02345,0.99749,1.78797
2010-07-01,PAK,PKR,Pakistan,210,85.525,2.45542239111371,1248.34029095238,2.86479761033327,0.00322,-0.27457,-0.04089,-0.05319,0.3215
2010-07-01,PER,PEN,Peru,10,2.8275,3.53669319186561,4347.49505,2.94795042434675,0.40424,0.0154,0.3425,0.32528,0.84975
2010-07-01,PHL,PHP,Philippines,102,46.47,2.19496449322143,3096.24398235294,2.91437835215239,-0.11845,-0.36256,-0.15721,-0.16802,0.16122
2010-07-01,POL,PLN,Poland,8.3,3.1969,2.59626513184648,14344.6313373494,3.21618162898167,-0.05513,-0.31677,-0.09667,-0.10826,0.24464
2010-07-01,RUS,RUB,Russia,71,30.44325,2.33220828919383,15404.9607690141,3.24463112017498,-0.15867,-0.39164,-0.19566,-0.20598,0.10825
2010-07-01,SAU,SAR,Saudi Arabia,10,3.75045,2.66634670506206,30980.58257,3.66253757643718,-0.14788,-0.38384,-0.18535,-0.1958,0.12246
2010-07-01,SGP,SGD,Singapore,4.23,1.3742,3.07815456265464,47239.0525059102,4.09876539719305,-0.12097,-0.36438,-0.15962,-0.1704,0.1579
2010-07-01,ZAF,ZAR,South Africa,18.45,7.5365,2.44808598155643,10034.7013441734,3.10054274193112,-0.07582,-0.33173,-0.11646,-0.12779,0.21737
2010-07-01,KOR,KRW,South Korea,3400,1204.45,2.82286520818631,24428.8155035882,3.48674839819672,-0.05238,-0.31478,-0.09404,-0.10567,0.24826
2010-07-01,SWE,SEK,Sweden,48.4,7.37355,6.56400241403395,26886.2938657025,3.55268451855033,1.16261,0.56377,1.06752,1.041,1.8487
2010-07-01,CHE,CHF,Switzerland,6.5,1.05085,6.18546890612361,43918.3809538462,4.00966910951573,0.80563,0.30564,0.72624,0.7041,1.37848
2010-07-01,TWN,TWD,Taiwan,75,32.1055,2.336048340627,26795.286784,3.5502427253754,-0.22983,-0.44309,-0.26369,-0.27313,0.01451
2010-07-01,THA,THB,Thailand,70,32.305,2.16684723726977,7357.57345285715,3.02871324810315,-0.1626,-0.39448,-0.19941,-0.20968,0.10307
2010-07-01,TUR,TRY,Turkey,5.95,1.5293,3.89066893349899,8318.4776302521,3.05449507978304,0.49091,0.07807,0.42535,0.40707,0.9639
2010-07-01,USA,USD,United States,3.53,1,3.53,48470.55,4.1318074651263,0,-0.27691,-0.04397,-0.05623,0.31725
2011-07-01,ARG,ARS,Argentina,20,4.1325,4.83968542044767,5659.06068,3.36963169887597,1.02001,0.28549,0.74696,0.75663,1.15084
2011-07-01,AUS,AUD,Australia,4.56,0.922381589,4.94372400141218,46171.9312280702,5.08013401634574,0.36867,-0.12901,0.18366,0.19021,0.45731
2011-07-01,BRA,BRL,Brazil,9.5,1.5416,6.16242864556305,6771.79852631579,3.41661283447832,1.53674,0.61432,1.19384,1.20598,1.70103
2011-07-01,GBR,GBP,Britain,2.39,0.614137444,3.89163699974627,37961.7427615063,4.73348994474736,0.1563,-0.26416,0,0.00553,0.23119
2011-07-01,CAN,CAD,Canada,4.73,0.94585,5.00079293756938,36009.2579281184,4.65105367728091,0.51219,-0.03768,0.30779,0.31502,0.61013
2011-07-01,CHL,CLP,Chile,1850,462.75,3.99783900594273,11205.3832996757,3.60380413756143,0.56021,-0.00712,0.34931,0.35678,0.66126
2011-07-01,CHN,CNY,China,14.65,6.445,2.27307990690458,6472.73496245734,3.4039860096661,-0.06083,-0.40233,-0.18778,-0.18328,0
2011-07-01,COL,COP,Colombia,8400,1770.5,4.74442247952556,4984.07616633333,3.34113303760453,0.99714,0.27093,0.72718,0.73674,1.12649
2011-07-01,CZE,CZK,Czech Republic,69.32,17.0219,4.07240084831893,19916.1759838431,3.97158432375159,0.44214,-0.08226,0.2472,0.2541,0.53554
2011-07-01,DNK,DKK,Denmark,28.5,5.19845,5.48240340870837,39907.9829473684,4.81566255565431,0.60116,0.01894,0.38473,0.39239,0.70486
2011-07-01,EGY,EGP,Egypt,14.09,5.962,2.36330090573633,3681.41178140525,3.28613297418861,0.01147,-0.35632,-0.12525,-0.12041,0.07698
2011-07-01,EUZ,EUR,Euro area,3.437660401,0.697520315,4.92840183586624,30324.2393597413,4.41102532815345,0.5714,0,0.35899,0.36651,0.67317
2011-07-01,HKG,HKD,Hong Kong,15.1,7.7918,1.93793475191868,57168.9649536424,5.54444206014544,-0.50841,-0.68717,-0.57486,-0.57251,-0.47658
2011-07-01,HUN,HUF,Hungary,760,188.0724,4.04099697775963,12662.8012036842,3.66533808143171,0.55058,-0.01325,0.34098,0.34841,0.651
2011-07-01,IND,INR,India,84,44.4,1.89189189189189,2294.02376666667,3.22755577681069,-0.17559,-0.47537,-0.28703,-0.28308,-0.1222
2011-07-01,IDN,IDR,Indonesia,22534,8523,2.64390472838203,4144.42872691932,3.30568210876276,0.12487,-0.28416,-0.02718,-0.02179,0.19773
2011-07-01,ISR,ILS,Israel,15.9,3.40335,4.67186742474327,25503.7996477988,4.20750054240129,0.56166,-0.0062,0.35056,0.35804,0.6628
2011-07-01,JPN,JPY,Japan,320,78.365,4.08345562432208,44138.75773125,4.99429097607037,0.14994,-0.26821,-0.0055,0,0.22441
2011-07-01,MYS,MYR,Malaysia,7.2,2.973,2.42179616548941,13442.338,3.69825106633286,-0.079,-0.4139,-0.20349,-0.19908,-0.01935
2011-07-01,MEX,MXN,Mexico,32,11.67075,2.74189747873958,12937.3050625,3.67692796583898,0.04878,-0.33258,-0.09298,-0.08796,0.11671
2011-07-01,NZL,NZD,New Zealand,5.1,1.156069364,4.41150000061761,31811.6729411765,4.4738265701713,0.38684,-0.11745,0.19938,0.20602,0.47666
2011-07-01,NOR,NOK,Norway,45,5.41405,8.31170750177778,40751.3514488889,4.85127059223172,1.40965,0.53344,1.08393,1.09547,1.56571
2011-07-01,PAK,PKR,Pakistan,205.13,86.345,2.37570212519544,1500.23186467118,3.19404092413342,0.04609,-0.33429,-0.09531,-0.0903,0.11384
2011-07-01,PER,PEN,Peru,10,2.7375,3.65296803652968,4583.60812,3.3242247930872,0.54552,-0.01647,0.33661,0.34401,0.64562
2011-07-01,PHL,PHP,Philippines,118,42.41,2.78236265031832,2826.81474576271,3.25005085534109,0.20405,-0.23377,0.04129,0.04706,0.28203
2011-07-01,POL,PLN,Poland,8.63,2.7968,3.08566933638444,15174.6538586327,3.77139153381134,0.15071,-0.26771,-0.00483,0.00068,0.22524
2011-07-01,RUS,RUB,Russia,75,27.7525,2.70245923790649,14128.4551893333,3.72721976261465,0.01975,-0.35106,-0.11809,-0.11321,0.08579
2011-07-01,SAU,SAR,Saudi Arabia,10,3.7502,2.66652445202923,25712.46132,4.21631049017934,-0.11053,-0.43396,-0.23076,-0.2265,-0.05292
2011-07-01,SGP,SGD,Singapore,4.41,1.20705,3.65353547906052,46733.6546031746,5.10385065557409,0.00678,-0.35931,-0.12931,-0.12449,0.07198
2011-07-01,ZAF,ZAR,South Africa,19.45,6.76885,2.87345708650657,10345.8363187661,3.56751302604724,0.13281,-0.2791,-0.02031,-0.01489,0.20618
2011-07-01,KOR,KRW,South Korea,3700,1056.2,3.50312440825601,24048.9492092973,4.14607500002517,0.18833,-0.24377,0.0277,0.03339,0.26529
2011-07-01,SWE,SEK,Sweden,48.4,6.3352,7.63985351685819,26901.4455702479,4.26651084103009,1.51844,0.60268,1.17802,1.19007,1.68155
2011-07-01,CHE,CHF,Switzerland,6.5,0.80615,8.06301556782237,43811.908,4.98049098571658,1.2769,0.44897,0.96913,0.98003,1.42437
2011-07-01,TWN,TWD,Taiwan,75,28.834,2.60109592841784,27120.6712746667,4.27576681500537,-0.14442,-0.45553,-0.26007,-0.25597,-0.08901
2011-07-01,THA,THB,Thailand,70,29.75,2.35294117647059,7511.2076,3.44783157847214,-0.04019,-0.3892,-0.16993,-0.16534,0.02197
2011-07-01,TUR,TRY,Turkey,6.5,1.72285,3.77281829526656,7766.8248,3.45862404533687,0.5342,-0.02367,0.32682,0.33416,0.63356
2011-07-01,USA,USD,United States,3.64,1,3.64,47102.43,5.11942079815747,0,-0.36362,-0.13517,-0.13039,0.06476
2012-01-01,ARG,ARS,Argentina,20,4.3135,4.63660600440478,7760.968095,3.13839091042164,0.79273,0.33704,0.65609,0.62357,0.89653
2012-01-01,AUS,AUD,Australia,4.8,0.972337012,4.93656000004246,48840.437625,4.63248276109341,0.2931,-0.03559,0.19454,0.17109,0.36797
2012-01-01,BRA,BRL,Brazil,10.25,1.805,5.6786703601108,7571.97169756098,3.13151696632132,1.20046,0.64113,1.03274,0.99283,1.32786
2012-01-01,GBR,GBP,Britain,2.49,0.651253663,3.82339500177214,39310.6619277108,4.28587750131391,0.08251,-0.19265,0,-0.01963,0.14518
2012-01-01,CAN,CAD,Canada,4.73,1.02095,4.63293990890837,39518.9148837209,4.29345182123608,0.3094,-0.02343,0.2096,0.18585,0.38521
2012-01-01,CHL,CLP,Chile,2050,506.05,4.05098310443632,12065.4945813659,3.29494984406569,0.49188,0.11266,0.37817,0.35111,0.57826
2012-01-01,CHN,CNY,China,15.4,6.3155,2.43844509540021,7537.06817532468,3.13024749841607,-0.05473,-0.295,-0.12678,-0.14392,0
2012-01-01,COL,COP,Colombia,8400,1852.15,4.53526982155873,5597.44342064286,3.05970185670045,0.79864,0.34145,0.66155,0.62893,0.90278
2012-01-01,CZE,CZK,Czech Republic,70.22,20.36535,3.44801341494254,20707.6565579607,3.60927191124784,0.15923,-0.13543,0.07088,0.04985,0.22635
2012-01-01,DNK,DKK,Denmark,31.5,5.86135,5.37418854018272,39574.7385142857,4.29548216954525,0.51818,0.13228,0.40246,0.37493,0.60608
2012-01-01,EGY,EGP,Egypt,15.5,6.037,2.56750041411297,3962.60893548387,3.00024167112796,0.03843,-0.22553,-0.04072,-0.05956,0.09855
2012-01-01,EUZ,EUR,Euro area,3.49245637,0.788239467,4.43070477464433,31720.5011313008,4.00981752485967,0.34082,0,0.23862,0.2143,0.41845
2012-01-01,HKG,HKD,Hong Kong,16.5,7.76735,2.12427661943906,58162.9889454545,4.97155111116518,-0.48151,-0.6133,-0.52103,-0.53043,-0.45149
2012-01-01,HUN,HUF,Hungary,645,245.69425,2.62521406178614,16212.6827809302,3.44578626340276,-0.07552,-0.31051,-0.14598,-0.16275,-0.02199
2012-01-01,IND,INR,India,84,51.905,1.61834120026972,2845.89356071429,2.95962587545064,-0.33648,-0.50514,-0.38705,-0.39909,-0.29806
2012-01-01,IDN,IDR,Indonesia,22534,9160,2.46004366812227,4883.71615939469,3.03374304815609,-0.01602,-0.26614,-0.09102,-0.10887,0.04095
2012-01-01,ISR,ILS,Israel,15.9,3.8485,4.13147979732363,28023.3479433962,3.87534922446696,0.29365,-0.03518,0.19505,0.17159,0.36855
2012-01-01,JPN,JPY,Japan,320,76.92,4.16016640665627,47172.7352596875,4.57182714548134,0.10419,-0.17648,0.02003,0,0.16812
2012-01-01,MYS,MYR,Malaysia,7.35,3.13955,2.34109983914892,15105.810244898,3.40552845932838,-0.16583,-0.37786,-0.22941,-0.24453,-0.11753
2012-01-01,MEX,MXN,Mexico,37,13.6844,2.70380871649469,12644.9111756757,3.3160236705198,-0.01058,-0.26208,-0.08599,-0.10394,0.0467
2012-01-01,NZL,NZD,New Zealand,5.1,1.26000126,4.04761500000405,34586.2685882353,4.11404768781733,0.19385,-0.10961,0.10286,0.08121,0.26298
2012-01-01,NOR,NOK,Norway,41,6.0399,6.78819185748108,49327.5784170732,4.65020044576397,0.77135,0.3211,0.63634,0.60421,0.87391
2012-01-01,PAK,PKR,Pakistan,260,90.05,2.88728484175458,1361.92684961538,2.90565286666819,0.20578,-0.10071,0.11388,0.09201,0.27559
2012-01-01,PER,PEN,Peru,10,2.6925,3.71402042711235,5443.13364,3.05408949148796,0.47565,0.10056,0.36318,0.33642,0.56109
2012-01-01,PHL,PHP,Philippines,118,44.005,2.68151346437905,3258.43630932203,2.97463037199845,0.09388,-0.18417,0.0105,-0.00934,0.15721
2012-01-01,POL,PLN,Poland,9.1,3.52045,2.58489681716826,15794.2628901099,3.43056801067977,-0.08568,-0.31809,-0.15537,-0.17195,-0.03274
2012-01-01,RUS,RUB,Russia,81,31.7693,2.54963124777694,16336.1656925926,3.45027743171926,-0.10331,-0.33123,-0.17165,-0.18791,-0.05139
2012-01-01,SAU,SAR,Saudi Arabia,10,3.7502,2.66652445202923,31473.03078,4.00081683815676,-0.19124,-0.39682,-0.25288,-0.26755,-0.14442
2012-01-01,SGP,SGD,Singapore,4.85,1.2928,3.75154702970297,50596.4857731959,4.6963515806674,-0.03067,-0.27706,-0.10455,-0.12213,0.02545
2012-01-01,ZAF,ZAR,South Africa,19.95,8.1304,2.45375381285054,11368.8776691729,3.26961335205507,-0.08934,-0.32082,-0.15875,-0.17527,-0.03661
2012-01-01,KOR,KRW,South Korea,3700,1158.75,3.19309600862999,27483.7348264054,3.855723081047,0.00491,-0.25052,-0.07168,-0.08991,0.06309
